Anonymized Message,Valence1,Valence2,Arousal1,Arousal2
Omg...I'm 24!! Thank you guys <3,6,7,6,5
Headed to Portland to spend some time with <PERSON>and<PERSON> and hopefully find out what's wrong with my stinkin' car.,4,5,3,1
annoying children must die,2,3,2,1
dreams country roads that takes him Home,5,5,2,1
"is so tired of these micro braids. Someone please come help me take them OUT!!! On another note, I've been smiling ever since Thankgiving. I had a lot to be thankful for.",6,8,6,5
Had dinner with my mommy & watched two movies!!,7,6,7,5
cannot wait for tomorrow's soccer game! U-S-A! U-S-A! Beat Brazil!,6,6,6,6
Sct rokkz.... Strike again!!! Lol.. :-D,5,5,7,6
is okay about learning more about schizophrenia,5,5,1,1
"What are the chances of the 2 highways in Indiana I needed to travel on today, which I haven't traveled in 2 years, being closed because of the blizzard conditions?? Nevertheless, I ignored common sense and drove right through it. And I'm still alive.",5,5,4,3
86-92 All I can say is well done Celtics 2-3!!!!!!!!!!!  #TEAMCELTICS!,6,6,9,9
regrets not taking more unglam photos of the people who took unglam photos of me.,4,5,2,1
"birthday well spent :). and i hope we're still chill. i like the status wars, hate that they just randomly stopped.",6,6,4,2
"ok my Urban Dictionary meaning... LOL....An extremely attractive girl whos flirty personality and curvacious figure will keep you coming back for more. She's typically a brunette but occasionally acts blonde. She enjoys long relationships and has many close guy friends. Often mistaken for a slut\ but really isn't. She can also be a super bitch if you get onto her bad side....\""""",5,5,2,3
HAPPY BIRTHDAY TO ME! BIG 20!,6,6,6,6
"todays a nice cool day -_-\""",5,6,2,2
"Ugh, finally got home. Started work today at 9 am with screaming kid and just now got done with work at 1 am after dealing with screaming twilight fans. Bed time for me :)",6,6,3,3
Had a really good cut of steak last night.  Now I'm craving tons of red meat like there's no tomorrow.  Is there anywhere that will deliver steak?,5,5,2,1
counting down the last  33 minutes of my birthday with my bestie sleeping over! Lots of love out there to everyone!,7,7,7,5
woke up with an awesome hangover.  Thanks for your birthday wishes!,6,6,5,5
bleh....mondays,4,4,1,3
"got to be acting Academic Team captain at Quiz Bowl, and it made her very happy. Hermitage Team came it second-to-last, but it was still loads of fun.",6,7,2,1
Can't wait to see my beautiful girlfriend <PERSON> today (:,7,7,4,2
<PERSON>,5,5,1,1
Santa is coming!  Santa is coming!,6,5,6,5
"dinner out with mom, grandma, <PERSON> and <PERSON>for my birthday.  Hope it's fun!",6,5,5,5
Anyone out there know any children's book agents,5,5,2,1
"Watching Dance Your Ass Off, they gave each contestant their dream meal\ as their last fatty meal. The black girl's""",5,5,1,1
i dont get this shitt,4,3,2,3
"I think my arm just fell off, 5 games 3 days with no ice is not good!!",3,4,7,5
had a tooth out today and is feeling very sorry for herself,4,4,2,1
Happy Teacher's Day! :D,7,6,6,5
"hates not being able to do anything, with my hand. stiches sux.....",4,3,3,3
Motion City Soundtrack puts this smile on my face-->    :D,6,6,4,4
Dance off with Britney Spears.,5,5,2,1
hiiiiii guys........... thanx for all the wishes!!!!!!!!!!,6,6,8,7
"another week, another paycheck its nice to have a income but nicer if I could spend it.",5,5,2,1
"Well, the biggest loser is finally over! Yay!!! Peanut butter eggs here I come! No, in all seriousness, I lost 23 pounds but unfortunately that was not quite enough to win it!",7,6,6,6
Thanks for all the birthday wishes ya'll!  :],7,6,6,6
saw paranormal activity yesterday and it was awsome!!! not as good as i thought but amazingly real :D!,6,7,7,6
Depression is when you over-estimate the under-deliverable. Hope is when you miss last part.,4,5,2,1
"Wow it's one of those days, I have had way too many dumb moments for the day.  I've def. exceeded the amount allowed and it's not even 11 am.",4,4,3,1
umm woww....ha txt meee:],5,6,3,3
"here at school, in my classroom, on facebook. looks like i'm going to start using facebook a lot again. lol",5,5,3,1
Who knows the 3 D's,5,5,2,1
Happy Friendships Day! <3 <3 <3,7,6,6,5
work is over... for today.,5,5,1,3
People Private Concept Take #2 - ELAS NÃƒÆ’O PAGAM Vocal Act LAURA MELO ( Cascais ) & Djs What The Funk?! ( Residentes Twin's Lx ) | BAUHAUS,5,5,2,5
we won!!!!!! record in conference 6-0,7,6,8,7
No work on Friday! Happy 4th everyone!,6,6,6,5
It is so true that - God makes your enemies your foot stool! :-) I told you to stop messing with God's child!,5,6,6,5
I'm studying for a history test...and i'm super duper tired,4,4,2,3
Hey Everyone the JDRF (Juvenile Diabetes Research Foundation) Walk for a Cure is coming. Please help me reach my fund raising goal. I  figured that $5 from each of my friends would achieve the goal. Follow the link on my profile tab if you can help. And Thanks to all!,6,5,5,5
Hmmm. i have a feeling that this summer break is going to be something different :D,6,6,3,3
trip to mall with karah was a total mess,4,3,2,1
happy turkey day everybody,6,5,2,1
"40ft off on our strap going in the hole! Again, where do thes people come from! That makes 4 times on this well. Sure glad we took the last 2 stands easy or there be no tellin where the whipstock would be pointing!",5,4,6,5
"I feel better today, but not 100%. I am still stopped up. I think it is a sinus infection. Oh joy! UGH!",4,4,5,6
"<PERSON>is an utter wench ,)",5,6,3,1
Any moms know of a good product to keep the water out of kids eyes while taking a bath?? <PERSON> has developed quite a fear of bath time!!,5,5,5,5
Good night all! Thanks again for all the great birthday wishes! <3,7,7,5,5
"is happy to be home, but needs a drink.",6,6,1,1
"champion match, only need one more win but have to lose twice ....let's do this",6,5,2,3
full moon time...,5,5,1,2
Teen mom 2 is obnoxious.,4,4,1,1
bout to put one in the air,5,5,1,1
i love you from your toes to your face,7,8,2,1
Is there a second chance??????!!!!,4,5,7,8
"Please put this on your status if you know someone, are related to, and adore someone who has ASD, PDD, ADHD, ADD Autism or Aspergers . These misunderstood, so called trouble maker\ kids just want to be treated like everyone else and can't speak out. But we can raise awareness ...... 93% won't copy and paste this""",6,5,2,1
" there is no such thing as conditional love. Love is either unconditional or it's no love \\""""",5,5,2,1
i hate tennis racketts!!!!! got hit in the eye today by one in gym......,3,4,7,7
"<PERSON>at age 3 yrs has graduated from calling me mommy\ to calling me \""mom\"".  \""mommy\"" is for babies.\""""",6,5,2,1
"Car f****d again after only getting it out of the garage on tuesday.  Laptop crashed and had to get windows reinstalled, f**k you Bill Gates and Microsoft.  and to top it all off it is raining.  Saturdays gotta love em",3,2,6,3
alias hiatus...poof!,5,5,4,5
There is an eerie calm that fills the air right before a hurricane hits. That's what school felt like today. It's very strange.,5,5,1,1
Any interesting stuff???,5,5,3,5
Today was a pretty easy day. Tomorrow thats another story. Hope everyone has a better day tomorrow than they did today. Gudnite FB talk to yall again tomorrow.,7,6,2,1
What a day!,6,5,6,5
Just saw the Eclipse trailer...INCRAY-AU-BLAY (that's frech for incredible):D,6,6,5,5
birthday today so im gettin fucked up,4,5,4,1
The after b day concert at the house of blues was rockin!!!,6,6,7,6
GTG!! it's monday.. monday madness in traffic..,4,5,6,6
lakers and modern warfare 2 if I get a nap it is looking like a good day.,6,6,4,1
Never doubt for a minute that every single one of you are on my friend list as a result of a conscious decision. I am not only glad to count you as friends but also as family! Let's see who in my Friend's List actually pays attention. Copy and repost this in your own bulletin. You can't choose ...family but...... you can choose friends,5,6,1,4
Happy Diwali !!!!!!!!,7,6,8,7
Oh money... why are you such a pain in my ass.,4,4,3,2
I lov listenin 2 lies wen i know the truth,5,3,2,3
Im going to get all of my friends back how i dont know but it will happen,5,5,2,1
is tired and doesn't want to go to work tomorrow.,4,4,1,1
mountains<3,6,6,2,1
<PERSON> the wild thing totally looks like seth green,5,5,2,1
Today my <PERSON> turned 11!  Happy Birthday <PERSON>:),7,7,4,5
how the f**k do i update my status?,4,5,5,3
I'm so sick and tired of being admired That I wish that I would just die or get fired And drop from my label and stop with the fables I'm not gonna be able to top what my name is And pigeon holdin' to some poppy sensations They cop me rotation at Rock 'N' Roll stations And I just do not have the patience To deal with this cocky Caucasians,3,5,4,1
Beige!!!!!!,5,5,7,7
"I dun like RTS,(",4,4,3,2
If any body wants to play reach with me hit me up,5,5,2,1
"They're called 'fingers' but I've never seen them fing... oh wait, there they go!",5,5,5,5
I wonder if I should trade in my clunker??? It seems like the right time...,5,5,3,5
I LOVE ALL MY HATERS!!!!!!!!!!!!!!!!,4,6,8,9
"Thanx for all the birthday wishes everyone! Its been a great day, and its gonna be an even better evening!..dinner, drinks, dancing, karaoke..etc...and i get to spend it all with some great people! One of them being my very wonderful girlfriend who is spoiling me rotten already..lol. Thanx babe,i love you, your the greatest!...! Turning 35 isnt that bad after all =0).",7,9,5,5
WTF WHY ARE YOU CHEATING IN A GAME OF THIS IMPORTANCE THAT WAS A CLEAN HIT ANYBODY COULD SEE THAT.YOU REFS ARE SORRY SACKS OF XXXX AND COULDNT CALL A PLAY IF YOUR LIFE DEPENDED ON IT.WHEN A RECEIVER CATCHES A PLAY AND GET HIT THAT IS FOOTBALL.IT AINT ALWAYS PRETTY IF YOU WANT PRETTY GO WATCH A BALLET.THE RAVENS ARE GOING TO START HURTING THE COLTS IF THE REFS DONT STOP CHEATING!,3,2,9,8
"So... why is it my faucet only puts out water. It needs more settings than hot or cold water. Like.. coke or... beer. YES!!! BEER!! my faucet needs to give me beer, any time i want it, any temp, any brand... YES!  *sigh* unfortunantly it's just a dream.",5,5,6,7
Is currently sooo tired a few days without enough sleep and havin to go to work ain't no joke...I'm so happy they make AMP energy drinks*,6,4,4,2
thanks everyone for the birthday wishes! :D,6,6,5,5
merf,5,5,1,1
Watching spirit stallion of the cimarron only to keep puting it on pause luckly ive seen 5 times now love the songs\\nshadow dragon,6,6,3,1
It starting to snow......,5,5,1,2
"Feel like im in a old school western movie, dam you fra!!",4,5,6,5
nobody in d world can hv a crystal clear heart becoz every one's heart has sum scratches scribled by their loved ones........,5,3,3,3
"Beginning of August, and the Tigers are in their usual second half of the season death spiral.  Turned off today's game at 12-1 in favor of the Sox",4,5,2,1
Thanks again everyone for birthday messages,6,5,2,1
Great class on the hero's journey.  We watched Stars Wars. Makes for such a good night.,6,6,2,1
well today was better than i expected(: tomorrow's gonna be better,6,7,2,2
I are be so tyred... I so be wanting to go to bed earliest.  I are also be missing Bloemfontein and all the friends I has been having... two sleeps and I are be off to my City of Roses...,4,5,1,3
Love my new shoes!!!,6,6,6,6
Girls are like Drano...,5,5,1,3
to all the fb family thanks for you bday wishes,6,5,2,1
Is feeling especially racist against Americans today now that they've fucked up skins!!THE IGNORANCE!!!!!!!!:'(,3,3,9,9
I hope.....,5,5,1,3
"has just be to the carnival with Louise n Tarron, Dad n Jayden. Been running round after Jayden an am knackered but Jayden enjoyed himself bless him.",6,5,2,1
i like to wish everyone a very happy valentines day,7,5,2,1
Wanting to wish my husband a Happy Birthday!!!,7,6,7,6
My friend goin to the winter olympics,5,5,2,1
Way too cold to do anything but stay in the house and work from the computer!!!,4,6,6,6
<3 **,6,6,1,2
Little Acts Of Kindness Can Add Up To A LIFETIME Of HAPPINESS~<3~,7,8,4,5
finished with german project!,6,6,5,5
"enjoyed family time in the STL. LOVE you ALL, but glad to be home ;)",6,8,4,4
Life always have a lessons....Life is my school,5,5,2,3
LOL,5,5,2,3
"sittin at home with my lil man waiting for him to take a nap, nothin to do today hit me up",5,5,2,1
A little boy today: Four,5,5,1,1
i thought i had mono for and entire year one time... turns out i was just really bored,5,5,1,3
where bellvedear?,5,5,2,1
went roller blading for 4 miles today! a little tiring and havent gone rollerblading since middle school.. totally flew in the ditch lol,6,6,4,5
Is doing compo now.,5,5,2,1
"Automobile for a man and cosmetics for a woman goes through same analytical        process before buying\ - Prof Dutta         Sorry bansal but simply loved it so copying :P\""""",5,6,2,2
"eatin pizza, cought on fire welding.... running out of pizza.....finally 16",5,5,2,3
The heart is the only broken instrument that works .,6,4,1,1
going to work soon. Life is good!,7,7,5,5
"Boy oh boy what am I getting myself into... going on an excursion\ with Adam's parents today... not sure what that means but hope its not them taking me out in the woods to kill me off...\""""",4,4,4,3
no substitute 4 d real thing... oh yeah!!!,5,6,6,6
100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,6,7,8,9
Rafael Van Der Vaart is keen on joining United.,6,5,1,1
"Rain, rain, go away come again another day...",4,4,2,2
"happy navratras to all ,,,,,,,,god bless all with happiness ,health and luck",7,8,2,2
Come back in a couple hors and ill have more for ya!,5,5,7,5
Ready to get home with <PERSON> and get our snuggs on.,6,5,2,1
is done done done! Now to just pack...,5,6,6,5
thanx po sa greetings..,6,5,2,2
Just watched Ghost of a girlfriends past. It was really cute!!!,6,6,6,6
It <PERSON> Bd she is 36 wow thats OLD.,5,5,3,2
eng2 :((,4,4,2,3
"I was in the pub with the missus last night, and I said, I love you.\ 	She said""",5,5,2,1
OMFG I AM FREAKING OUT IS THERE ANY ONE HERE THAT KNOWS ANYTHING ABOUT BUILDING THE MAJOR OR PERFECT INTERVALS????? BUY SUPPLYING THE UPPER NOTE,4,3,7,8
no man ! i love g.... & u know it well .(peace & love thats the spirit),5,7,5,5
Team ThreeSome! If that was Not in Vapires Suck then I'm officaly the God of Comedy Confrim or Deny,5,5,4,5
"My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!",7,9,7,7
"Steve Holt is a bastard, the guy doesn't even know his own father, what else dont we know about this guy?",4,5,4,3
I <3 <PERSON>!,6,7,5,5
getting ready to go up snowboarding @ <PERSON> can't wait!,6,6,6,5
Things turn out best for those who make the best of the way things turn out,6,6,2,1
"The difference between try and triumph is a little 'umph'.\\""""",6,5,2,1
"WHY CANT I WRITE ON Slamuel Braza's WALL?????? idk. but, heyyy!",5,5,6,7
"People do stupid sh*t every day and believe it's okay, so really what is one more when we have trampled so many already. My saying is You have the right to do whatever you want as long as your willing to accept the consequences.\ If not ohh well""",4,5,4,3
I know a place where the grass is always greener,6,5,2,1
aparantly there is a shortage of colgate every body chuppzin,5,5,2,2
a few drinks with my cousin diane...and am out! check back in tomorrow after the beep. BEEP!,5,6,4,5
"i am selling a dell computer and printer if anyone is int,  desktop flat screen about 5 years old hardly been used, $150.",5,5,1,1
Help\\n,5,5,2,1
"I'm rockin the drums today and bowling tonight... gonna be a great day, me thinks!",6,7,5,5
is Done!!!!,5,6,7,6
YANKEES WIN!!!!,6,7,8,8
"tell me when the pain is over, its been there too long im bored of it",4,2,2,1
Dreading have to stand for 24hrs this weekend but looking forward to seeing <PERSON> on friday!  Yay <PERSON> for winning us tickets!,6,6,4,5
"I am gonna buy a leather jacket and some really dark glasses, then im gonna get my left ear peirced, and my nose peirced, and a lip peircing ( actually thats overkill cut that out) but anyway theres nothing you can do about it. HA !!!",5,5,4,5
friends..my very first power party is going on at my place..please come ..all are invited..your presence as guest is most important..with regards love Exceptional..(all your :)) <URL>,6,6,3,4
Less than two hours until my Grandma's surgery.,5,5,2,1
Oh to a green lump of putty i found in my armpit one midsummer day,5,5,2,1
"Just got back from snowboarding, and is still struggling to sit down. Wipe-outs hurt....A LOT. many thanks to<PERSON> for lending the gear. it works great and kept me nice and toasty on a very cold day on the slopes.",5,6,2,2
"Can't even think straight, tomoroow is move-in day.",4,5,1,1
wants a day off of work....,5,5,1,3
Today is my last day in the states for a bit. China (for real this time).,5,5,2,1
woo Go paul the octopus hes a legend congrats chuckie XD XX,6,6,3,4
"<PERSON> + Chatt town & Knoxville = fun times on my birthday!! ,)",6,7,6,5
"and on January 23, 1995 at 2:30 a.m. NEMMC......God said let <PERSON> be born unto two parents.  That was 15 years ago....but tonight at 2:30 im looking for that same miracle.",5,8,2,3
"My Junior having fever, cold, dry cough and runny nose. I am so worried and concerned. (sigh!!!)",3,3,5,5
Up and already at work... I am normally just now waking up. Lol,5,5,3,3
We all need to break free from the grip that Satan has on us and don't say he dosen't have a grip on you.,5,4,1,3
on the 31st ev drink responsibily ...! but do enjoy ...! cheers ...!,6,6,5,5
"HURRAY,ONLY MATHS LEFT NOW!!!!!!!!!!!!!!! ITS TIME TO  FREAK OUT!!!!!!!!",7,7,9,9
Busy working on the North Slope of alaska its so beautiful and diff. here like never you could ever see anywhere else. But i still miss my family,5,6,2,1
You have to see this! A simple town competition ends a 8 year marriage! <URL>,4,5,5,5
"Got my class schedule.	i have my shop and theroy, along with reading strats, english, psychology, inter Alg, biotec/Mic and spanish I",5,5,1,1
Thanks everyone for the Birthday wishes! It was a great b-day!,7,7,5,5
At the airport. It smells like old ppl in here:(,4,4,2,2
hey everyone who wished me happy bday thanks so much so i dont have the time to send a response 2 everyone but thnx again,7,6,4,1
Why can't exs just DIE after you are done with them!?!?!?LOL......seriously!!!!!!!,3,2,7,9
Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),7,7,5,5
Go USA!!,6,6,6,5
Just got back from the Rennissance Festival up in Minnesota with my brother.  He has videos... He will likely be blackmailing me shortly on facebook and myspace with them... Ill be posting pics\\vids or at least links as they become available.,5,5,2,2
<PERSON> STOP sending me friend suggestions it's driving me crazy XP,4,4,5,4
<PERSON>..i want my money back....,5,4,2,3
"Thoughts for the New Year:  God won't ask how many promotions you received, but He'll ask how you promoted others.",5,6,2,3
Fucking great weekend. Had fun with friends then did absolutely nothing.,6,7,3,3
on the phone with Tyler Bascle:))) <3,6,7,4,3
Oh son of a... NOW i see why <PERSON>said Cellular Regeneration was gonna be hard to explain... =\\,4,4,4,3
why is the fucking internet so slow!,4,3,6,5
Studying... at work...,5,4,1,3
"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",7,8,7,8
It went from lol to lmao to lmmfao to lmmmaaigjdhfffkfkfgigigg....  I don't have a masters in code tactician/hacker/etc...,4,5,4,3
hi peoples,5,5,2,1
<PERSON>     Facebook just got gorgeous.,6,6,3,1
Halloween Party tonight!!!,6,6,6,6
"you cant handle my stories ,) haha",5,6,3,3
"Looking for a good guitar, I'm a beginner, any recommendations?",5,5,2,1
"We are offering PC or Laptop reformat,Troble shooting, research and typing job!!",5,5,6,5
"phhheewwww, we finally found a place!!",6,6,6,5
nite all,5,5,1,1
Ready for a brand new year!   I can't wait to visit my second family in El Paso next week!,7,8,6,5
Good Night!,6,5,4,5
"I've made up my mind...It's time for a new beginning...I'm living my life, yeah There's a new day coming...I'm getting ready for a change Yes, I am....Gotta keep on running....Gotta be a better way Yes, there is :) :)",7,7,4,4
"funny how i hit thirty and i get allergies, wrinkles, saggy boobs, etc...... i do drugs for 15 years and not a damn thing happens!!!?????",4,2,7,6
gimme some siomai babeeeh....,5,5,2,2
"Let me just quote the late-great Colonel Sanders, who said...I'm too drunk to taste this chicken.\\""""",5,5,2,1
My new crazy family: Daddy Limbad Mommy Inez Kk Ryan Kk Joko meeee Dd Fiona Dd Vickshiong Dd Steven Dd Joshua,5,5,2,1
"<PERSON>took me to lunch and a movie for my birthday (we saw Zombieland- awesome!) Mom and Nana took us to Ezell's for dinner for my birthday.  It was a good day, even though it feels weird to be 31.",7,6,4,3
Thanks for the birthday wishes.  Dinner at Chili's in Jonesboro and cheesecake for desert...not a bad birthday.,6,6,3,2
"FACEBOOK EXPERIMENT- if you are reading this, whether we do or don't speak often, post a comment of your first memory of you and me. When you've finished, post this paragraph on your own status; you'll be surprised what people remember about you....",5,5,1,3
ya we had the best fathers day ever............ i luv u daddy...... gud nite facebook.....,7,8,2,3
I'm gonna have to re-order mw2 from someone else on eBay,5,5,1,1
"when it comes to pass a test, kindergarten is the best",5,5,2,1
"has decided his kid will be called, <PERSON>..",5,5,2,3
"Search deep into your mind,        And answers you will find,        Until you meet that special someone,        Then your soul becomes undone,        In the bliss it was so pure,        You could Have dreamed of nothing more,        But then we trek until the end,        To find that on only ourselves can we depend.                How do you like my original poem :P Seriously.........................",6,5,1,3
HAPPY BIRTHDAY <PERSON> love ya i hope u have a great day well at leaast try 2 bye,7,7,4,4
"says, Every turkey dies",4,5,2,1
three wonderful years of fatherhood,7,8,1,1
If you're interested in joining the Soul Society 000 let me know. Thank you.,6,5,1,1
best nap ever.,6,6,1,1
soothing jams penetrating my eardrums.,6,6,1,1
"My  Mommy reach, My Mommy reach, My Mommy reach. I wonder what she bring for me.",5,5,1,1
"Damn you NFL draft!  I told my 2.5yr old that the draft is on tonight, and she is now scared to death of the draft coming into her room...",4,5,5,5
is tired...very tired...,4,4,1,3
My dad is giving a speech at the flag raising today. I love my family. :),7,7,4,2
My cousin's baby is joining us sometime today! New little girl for the family.,7,7,5,5
"Life is a challenge. The path we take will either lead is to great adventures or to great emptiness...which ever way you look at it, it's your choice! Get over it!!!",6,4,4,6
What's on your mind?,5,5,1,1
Just laying here wondering.... Why the hell am i awake? >.<,4,4,3,3
"argh.....the rain is annoying...I'd rather it be full on thunderstorm, or beautiful and sunny....ehh maybe i'm just grumpy. Please call me <PERSON>the Grouch :)",4,4,3,4
Gonna make the transition to veganism!,5,6,6,5
"The secret of happiness is freedom, and the secret of freedom is courage,FREEDOM!!!!!!!",5,7,6,9
Trying to take my mind off the fact my heart is hurting. So I'm watching episodes of Martin my mind is so cloudy.,5,2,2,2
I miss my best friend......,4,2,1,2
is so happy finally got some converse :),6,7,3,2
*sigh...        You suck!! -.-        ....people dont have trust anymore.......and they end up believing some crap..... and the equation always ends up in an slaps and anger on the wrong person??.....nice..... and im very sleepy.....and im venting out on fb.... :@ :/ -.- T.T,3,2,6,4
one more final to go,5,5,1,1
"MANDATORY REMINDER from CNN:NASA reports that by the nxt 10 months,earth gets hotter by 4 degrees from now.Himalayang glaciers are melting @ rapid rate.Our climate is changing drastically & it's getting worst.We must help fight Global Warming by doing the ff steps:1.Plant more trees 2.Don't waste water 3.Use cloth bag and don't burn plastic.Please copy & paste this to your wall.Do ur share.SAVE the EARTH.",6,4,5,3
"This storm comin is supposed to be pretty big. All my friends and family are talkin bout Hail and heavy rain, plus more wind. Usually the weather patterns in my home town area in California carry right on over to Ogden SLC areas. Get ready for it! If it doesn't hit hard, I'm no meteorologist. Not like they are ever right either lol :)",5,5,4,4
"Is waiting for her lab class to start, trying not to fall asleep... My cat keeps me awake most nights, but she was REALLY bad last night.  If she keeps this up, next week I'm bringing her with me to class... :P",5,5,3,3
19 years old today....no big deal ppl,5,5,2,3
The best part of cooking food is you get to taste it before everyone else. Anyone who breaks this rule is subject to getting hit with a spatula.,5,5,3,2
Make it work,5,5,2,1
Last day of X games. The kids today are sick!,6,6,6,5
"at my new house trying to paint, fun stuff",6,4,2,1
Loving my boyfriend for what he just said in front of everyone.....now I know he's THE ONE!!!!!!,6,8,7,8
this is your life and its ending one minute at a time.,3,1,2,3
heard a good joke today at womans day magazine. How do you wake Lady Gaga up. You poke her face ( poker face)           i found it funny :),6,6,3,2
"Promise of the day - John 10:29 - My Father, which gave them me, is greater than all; and no man is able to pluck them out of my FatherÃ¢â‚¬â„¢s hand.",6,5,2,1
uhhh part 3???,5,5,2,4
Hoping the Cowboys hold it down!,6,5,5,5
"Tomorrow--school on as usual, 2 hour delay or cancelled?  Can we please just have a normal week!",5,4,5,5
"Glad I talked to my mom when I did earlier. She saved a life for real lol. Also---as a side note---if ur name isn't Jesus, Jehova, or if demons don't tremble at the mere mention of ur name; I  do not seek ur approval nor do I aim to please u. Thanks :-)",5,5,3,3
"Thank you all for the kind birthday wishes!  I am so lucky to have such wonderful family and friends.  Now, you will have to excuse me because I have a date with Tom Brady in 17 minutes ;)",7,8,4,5
says: A Lot Can Happen Over A CoFfEe!!!! <3 <3,6,7,6,8
Does anybody fancy lookin after my beautiful ickle angels for the whole weekend sometime soon??,5,5,3,4
omg is it friday yet!!,5,5,6,6
"having one of those mornings where I gotta restrain my feet from busting out in dance while out in public. its easy to find me, I'm the lil asian girl with blaring music coming from her ears and bounce in her step..",5,6,3,2
"Wishing everyone a happy new year. May your friendships grow closer, your love deepen and your happiness never fade. May this year be better than the last.",7,9,2,1
"Now if you know my name, you'll learn how deep to sink; Where rapture lies, I wait just beyond it's brink",5,5,2,1
I feel like giving and recieving a million hugs. . .,6,8,1,3
down 5Kg.... i blame Ibiza...,4,4,1,3
so happy.. we won... =) team8s! shoot! =),6,7,5,5
"I WILL ENTER HIS GATES WITH THANKSGIVING IN MY MOUTH, FOR MAKING ME PLUS 1 TODAY, GLORY BE TO THE FATHER TO THE SON AND TO THE HOLY SPIRIT...........................................AMEN",6,5,3,5
Why is there never a job opening for an executioner?,5,5,2,1
"...know that having a good time can include learning and growing, and that there is joy in creating and succeeding...",6,6,1,2
Everybody see's it's you I'm the one that lost the view  Everybody says we're through  I hope you haven't said it too  So where  Do we go from here  With all this fear in our eyes And where  Can love take us now We've been so far down We can still touch the sky,5,5,2,1
i need a nap!,5,4,5,4
Why Does PS3 Have To Be So Freakin AWESOME!?!?!?,6,7,7,7
is touched by so many wishes. Thank you for all your wishes. May God Bless All of U with many happiness and good health.,7,8,4,1
BORED..............!!!........Ã¢â€”â€¢Ã¢â‚¬Â¿-,4,3,6,7
"Thank you to everyone for wishing me a happy birthday. I'm proud to have reached another year, and to have so many great friends from around the world!",7,7,5,5
"Oh yea, this is in Haiti.",5,5,2,1
work is so much more fun then spending a week in the crowbar hotel!!!! I love my kids the are amazing and you can't deny the fact they are mine just look at them!!! They are going to be some heart breakers to bad i am the one always getting my heart broken!!!! Well got my 4 months clean in tomorrow and hey i handle shit well when i am clean!!!,7,7,7,7
try to shut your effin mouth sometimes. sometimes will do. mema ah. memasabi lang. HAHAHAHA,4,4,5,4
"<PERSON>, <PERSON> Please Hurry Up And Come. So Mommy Can Fit Inbetween The Counter And Refriderator",5,4,2,1
"I <PERSON>, HERE BY DECLARE ALL OUT WAR ON MATH! YOUR GOING DOWN FUCKER!! YOUVE PISSED OFF THE WRONG BRAIN AND IM GONNA KICK YOUR ASS SO HARD YOUR GONNA SHIT OUT YOUR EARS AND PISS THROUGH YOUR NOSE!!",3,2,7,9
It was about time for a change.,5,5,2,1
Which additude gets you what you want the best? Vinager or honey.,5,5,1,1
booooooored! ppl talk or some thing!!,5,5,5,5
is looking for a few more people for fantasy basketball.  Anyone on here interested?,5,5,2,1
Thanks 4 all of your wishes!!!,6,6,5,6
bored out of my mind,5,4,1,1
"To change FB back to the old way.. go to left side menu, click more, then drag status update to the top, and then click status update and you are back to the old way. Thanks, <PERSON>!!",5,6,5,5
I'm getting better...I hope... *smiles faintly to the crowd of onlookers*,6,5,2,3
"Firing, bullets, what has happened to bahrain...",4,3,1,3
Ordinary no...really don't think so ...not a love this true..A common destiny ...we were meant to be ..Me & you'...  like a perfect scene from a movie screen..we're a dream come true...suited perfectly..for eternity ...Me & you' ..Everyday !!I need you even more & the night times too...Theres no way I could ever let chu goooo... even if I wanted tooo...everyday I live I try my best to give all i have to you',7,8,3,4
"Papers\ showings number 3 and 4 are SOLD OUT!! If really want to come but didn't reserve a ticket""",5,5,5,5
` that's what you get for waking up in vegas (8) .,5,5,2,1
"Having my wisdom teeth cut out Tuesday, hoping it's not gonna hurt too bad. :/",4,4,2,2
"ok yes bdo show was algood, i got to catch up with like everyone nearly but i did get myself some sunburn :/",4,6,2,2
woah a week holiday......the things i am gonna do......muahhahahahaha,6,6,4,3
Congrats <PERSON>for Symantec! Yeh Maggi Encrypted Hain Kya?,6,6,5,5
HOOK 'EM HORNS!! 51 TO 17!!! went to U.T. game in Austin with my fam... next time i think i may tailgate... pondering..,6,6,5,6
"Whomever invented the basement should be dragged out into the street and shot... repeatedly... then revived, allowed to recover... and shot again in the face.",3,3,3,4
Such strange dreams. I mean really.,5,5,2,4
will somebody out there please shoot me already,3,1,2,3
I got a job!!!!!!! I start tomorrow!!!,7,7,8,9
"well had a great night, got up took down tree, son got in bath, wife and i did couple devotions, played a game with zadok after bath ate and went to work God is so good.",6,8,2,1
Its mah birth-day!!!!!,6,6,6,7
"Ok seriously, where did the heat go and what's up with this crap calling itself July?!",4,3,7,6
"Seriously, im sure that this level of boredom must cause at least like, cancer or something.",4,3,3,3
